lcl|U00096.3_cds_AAC73132.1_21	AAC74073.1	97.0	167	5	0	1	501	1	167	2.33e-122	338
lcl|U00096.3_cds_AAC73132.1_21	AAC73367.1	96.4	167	6	0	1	501	1	167	1.35e-121	337
lcl|U00096.3_cds_AAC73132.1_21	AAC73377.1	96.4	167	6	0	1	501	1	167	1.35e-121	337
lcl|U00096.3_cds_AAC73133.1_22	AAC73133.1	98.9	91	1	0	1	273	1	91	1.03e-64	187
lcl|U00096.3_cds_AAC73133.1_22	AAC74964.1	98.9	91	1	0	1	273	1	91	1.03e-64	187
lcl|U00096.3_cds_AAC73133.1_22	AAC76469.1	98.9	91	1	0	1	273	1	91	1.03e-64	187
lcl|U00096.3_cds_AAC73133.1_22	AYC08168.1	98.9	91	1	0	1	273	1	91	1.03e-64	187
lcl|U00096.3_cds_AAC73133.1_22	AAC73368.1	97.8	91	2	0	1	273	1	91	4.18e-64	185
lcl|U00096.3_cds_AAC73133.1_22	AAC73378.1	97.8	91	2	0	1	273	1	91	4.18e-64	185
lcl|U00096.3_cds_AAC73133.1_22	ABD18646.1	97.8	91	2	0	1	273	1	91	4.18e-64	185
lcl|U00096.3_cds_AAC73133.1_22	AAC77250.1	91.2	91	8	0	1	273	1	91	5.52e-60	175
lcl|U00096.3_cds_AAC73133.1_22	AAC73132.1	100	27	0	0	195	275	1	27	1.02e-15	65.1
lcl|U00096.3_cds_AAC73133.1_22	AAC74963.1	100	27	0	0	195	275	1	27	1.02e-15	65.1
lcl|U00096.3_cds_AAC73133.1_22	AAC76470.1	100	27	0	0	195	275	1	27	1.02e-15	65.1
lcl|U00096.3_cds_AAC73133.1_22	AYC08167.1	100	27	0	0	195	275	1	27	1.02e-15	65.1
lcl|U00096.3_cds_AAC73133.1_22	AAC74073.1	88.9	27	3	0	195	275	1	27	1.69e-13	59.3
lcl|U00096.3_cds_AAC73133.1_22	AAC73367.1	85.2	27	4	0	195	275	1	27	9.24e-13	57.4
lcl|U00096.3_cds_AAC73133.1_22	AAC73377.1	85.2	27	4	0	195	275	1	27	9.24e-13	57.4
lcl|U00096.3_cds_AAC73134.1_23	AAC73134.1	98.9	87	1	0	1	261	1	87	6.14e-53	157
lcl|U00096.3_cds_AAC73135.1_24	AAC73135.1	100	72	0	0	1	216	1	72	3.97e-49	146
lcl|U00096.3_cds_AAC73136.1_25	AAC73136.1	100	313	0	0	1	939	1	313	1.26e-228	619
lcl|U00096.3_cds_AAC73137.1_26	AAC73137.1	100	938	0	0	1	2814	1	938	0.0	1923
lcl|U00096.3_cds_AAC73137.1_26	AAC73743.1	20.2	707	391	24	73	1887	11	646	6.69e-14	72.8
lcl|U00096.3_cds_AAC73138.1_27	AAC73138.1	100	164	0	0	1	492	1	164	1.03e-119	332
lcl|U00096.3_cds_AAC73139.1_28	AAC73139.1	100	149	0	0	1	447	1	149	7.22e-106	295
lcl|U00096.3_cds_AAC73140.1_29	AAC73140.1	100	316	0	0	1	948	1	316	1.60e-228	619
lcl|U00096.3_cds_AAC73141.1_30	AAC73141.1	100	304	0	0	1	912	1	304	1.42e-225	611
lcl|U00096.3_cds_AAC73141.1_30	AAC75223.1	39.4	302	172	2	13	894	6	304	1.29e-63	200
lcl|U00096.3_cds_AAC73142.1_31	AAC73142.1	100	273	0	0	1	819	1	273	5.17e-192	523
lcl|U00096.3_cds_AAC73143.1_32	AAC73143.1	99.7	382	1	0	1	1146	1	382	6.86e-286	770
lcl|U00096.3_cds_AAC73144.1_33	AAC73144.1	100	1073	0	0	1	3219	1	1073	0.0	2087
lcl|U00096.3_cds_AAC73145.2_34	AAC73145.2	100	131	0	0	1	393	1	131	8.54e-94	263
lcl|U00096.3_cds_AAC73146.2_35	AAC73146.2	99.5	196	1	0	1	588	1	196	2.33e-143	394
lcl|U00096.3_cds_AAC73146.2_35	AAC74482.1	50.0	192	96	0	10	585	4	195	1.34e-63	192
lcl|U00096.3_cds_AAC73147.2_36	AAC73147.2	100	261	0	0	1	783	1	261	3.25e-189	515
lcl|U00096.3_cds_AAC73147.2_36	AAC74475.1	36.4	264	156	7	1	783	1	255	3.20e-39	134
lcl|U00096.3_cds_AAC73147.2_36	AAC76849.1	30.7	179	106	2	259	759	95	267	1.50e-22	93.6
lcl|U00096.3_cds_AAC73148.2_37	AAC73148.2	100	517	0	0	1	1551	1	517	0.0	1058
lcl|U00096.3_cds_AAC73148.2_37	AAC73438.1	24.0	541	350	19	73	1548	70	598	4.71e-26	108
lcl|U00096.3_cds_AAC73148.2_37	AAC75875.1	25.7	412	243	19	385	1530	323	701	9.79e-09	54.7
lcl|U00096.3_cds_AAC73149.1_38	AAC73149.1	100	405	0	0	1	1215	1	405	5.27e-313	840
lcl|U00096.3_cds_AAC73150.1_39	AAC73150.1	100	380	0	0	1	1140	1	380	8.33e-286	769
lcl|U00096.3_cds_AAC73150.1_39	AAC74765.2	47.9	382	196	3	1	1140	1	381	8.04e-122	354
lcl|U00096.3_cds_AAC73151.1_40	AAC73151.1	100	504	0	0	1	1512	1	504	0.0	1019
lcl|U00096.3_cds_AAC73151.1_40	AAC74871.1	29.6	432	302	2	220	1512	17	447	4.67e-72	234
lcl|U00096.3_cds_AAC73151.1_40	AAC73417.1	25.8	524	338	14	1	1497	4	501	2.87e-40	151
lcl|U00096.3_cds_AAC73152.2_41	AAC73152.2	100	256	0	0	1	768	1	256	1.58e-173	475
lcl|U00096.3_cds_AAC73152.2_41	AAC74767.1	55.6	257	109	4	1	768	1	253	1.64e-83	247
lcl|U00096.3_cds_AAC73153.1_42	AAC73153.1	100	313	0	0	1	939	1	313	4.06e-225	610
lcl|U00096.3_cds_AAC73153.1_42	AAC74768.1	45.1	315	168	4	1	939	1	312	3.56e-88	263
lcl|U00096.3_cds_AAC73154.1_43	AAC73154.1	100	428	0	0	1	1284	1	428	8.09e-306	824
lcl|U00096.3_cds_AAC73154.1_43	AAC74769.1	61.3	429	165	1	1	1284	1	429	4.15e-185	519
lcl|U00096.3_cds_AAC73154.1_43	AAC75808.2	40.4	428	247	4	7	1284	2	423	1.31e-102	308
lcl|U00096.3_cds_AAC73155.1_44	AAC73155.1	100	95	0	0	1	285	1	95	6.49e-72	205
lcl|U00096.3_cds_AAC73155.1_44	AAC74770.1	63.7	91	33	0	13	285	7	97	3.42e-45	138
lcl|U00096.3_cds_AAC73156.1_45	AAC73156.1	100	443	0	0	1	1329	1	443	0.0	876
lcl|U00096.3_cds_AAC73156.1_45	AAC75813.2	34.6	431	275	4	22	1305	9	435	5.14e-84	262
lcl|U00096.3_cds_AAC73156.1_45	AAC75980.1	24.3	445	300	7	82	1326	20	457	2.85e-29	116
lcl|U00096.3_cds_AAC73156.1_45	AAC77001.1	24.1	468	293	14	55	1293	13	473	1.74e-21	93.6
lcl|U00096.3_cds_AAC73156.1_45	AAC77235.2	23.7	194	141	4	22	582	202	395	3.22e-05	42.7
lcl|U00096.3_cds_AAC73157.1_46	AAC73157.1	100	176	0	0	1	528	1	176	3.15e-138	379
lcl|U00096.3_cds_AAC73157.1_46	AAC76376.1	40.6	165	94	2	4	489	8	171	1.50e-33	114
lcl|U00096.3_cds_AAC73158.1_47	AAC73158.1	100	620	0	0	1	1860	1	620	0.0	1154
lcl|U00096.3_cds_AAC73158.1_47	AAC76375.1	45.0	567	304	3	7	1695	4	566	4.14e-154	454
lcl|U00096.3_cds_AAC73158.1_47	AAC73580.1	28.2	536	357	11	64	1611	24	551	2.57e-45	166
lcl|U00096.3_cds_AAC73159.1_48	AAC73159.1	100	159	0	0	1	477	1	159	1.73e-120	333
lcl|U00096.3_cds_AAC73160.1_49	AAC73160.1	100	280	0	0	1	840	1	280	4.55e-219	592
lcl|U00096.3_cds_AAC73161.1_50	AAC73161.1	100	125	0	0	1	375	1	125	4.32e-91	256
lcl|U00096.3_cds_AAC73162.1_51	AAC73162.1	100	273	0	0	1	819	1	273	5.86e-198	538
lcl|U00096.3_cds_AAC73163.1_52	AAC73163.1	100	329	0	0	1	987	1	329	3.41e-241	652
lcl|U00096.3_cds_AAC73164.1_53	AAC73164.1	100	428	0	0	1	1284	1	428	2.22e-303	818
lcl|U00096.3_cds_AAC73164.1_53	AAC76780.1	34.7	75	49	0	586	810	15	89	8.99e-09	49.7
lcl|U00096.3_cds_AAC73165.1_54	AAC73165.1	100	784	0	0	1	2352	1	784	0.0	1616
lcl|U00096.3_cds_AAC73166.1_55	AAC73166.1	100	271	0	0	1	813	1	271	1.18e-196	535
lcl|U00096.3_cds_AYC08162.1_56	AYC08162.1	100	199	0	0	1	597	1	199	1.73e-148	409
lcl|U00096.3_cds_AYC08163.1_57	AYC08163.1	98.1	52	1	0	1	156	1	52	2.42e-10	47.0
lcl|U00096.3_cds_AAC73169.1_58	AAC73169.1	100	219	0	0	1	657	1	219	1.06e-164	450
lcl|U00096.3_cds_AAC73169.1_58	AAC74170.1	39.5	215	116	5	43	654	94	305	3.20e-32	116
lcl|U00096.3_cds_AAC73169.1_58	AAC75643.1	35.8	226	123	7	25	648	79	300	7.42e-31	112
lcl|U00096.3_cds_AAC73169.1_58	AAC75833.1	35.7	224	124	6	40	654	2	224	1.31e-27	102
lcl|U00096.3_cds_AAC73170.1_59	AAC73170.1	100	968	0	0	1	2904	1	968	0.0	1895
lcl|U00096.3_cds_AAC73171.1_60	AAC73171.1	99.9	783	1	0	1	2349	1	783	0.0	1609
lcl|U00096.3_cds_AAC73172.1_61	AAC73172.1	100	231	0	0	1	693	1	231	1.97e-175	478
lcl|U00096.3_cds_AAC73172.1_61	AAC76607.1	76.2	231	55	0	1	693	1	231	3.81e-132	369
lcl|U00096.3_cds_AAC73172.1_61	AAC77155.1	60.4	230	88	2	4	693	1	227	1.64e-102	293
lcl|U00096.3_cds_AAC73173.1_62	AAC73173.1	100	500	0	0	1	1500	1	500	0.0	1033
lcl|U00096.3_cds_AAC73174.1_63	AAC73174.1	100	566	0	0	1	1698	1	566	0.0	1139
lcl|U00096.3_cds_AAC73175.1_64	AAC73175.1	100	292	0	0	1	876	1	292	5.56e-226	611
lcl|U00096.3_cds_AAC73175.1_64	AAC76888.2	28.7	171	98	4	373	831	111	275	1.30e-10	57.8
lcl|U00096.3_cds_AAC73176.1_65	AAC73176.1	100	254	0	0	1	762	1	254	2.12e-186	508
lcl|U00096.3_cds_AAC73177.1_66	AAC73177.1	100	232	0	0	1	696	1	232	8.25e-164	449
lcl|U00096.3_cds_AAC73177.1_66	AAC75475.1	40.7	194	111	1	55	624	22	215	5.96e-38	132
lcl|U00096.3_cds_AAC73177.1_66	AAC73896.1	37.2	215	117	5	58	669	22	229	3.74e-35	122
lcl|U00096.3_cds_AAC73177.1_66	AAC73469.1	39.6	192	105	4	55	618	21	205	1.15e-33	119
lcl|U00096.3_cds_AAC73177.1_66	AAC73951.1	36.1	227	123	6	4	636	3	223	4.63e-33	117
lcl|U00096.3_cds_AAC73177.1_66	AAC74826.1	37.3	177	107	2	55	576	21	196	2.48e-29	106
lcl|U00096.3_cds_AAC73177.1_66	AAC75366.1	32.2	230	136	5	34	669	18	245	4.34e-29	107
lcl|U00096.3_cds_AAC73177.1_66	AAC75190.1	31.7	208	139	2	55	669	21	228	1.22e-26	101
lcl|U00096.3_cds_AAC73177.1_66	AAC73972.1	31.3	233	135	9	4	657	339	561	4.79e-21	88.2
lcl|U00096.3_cds_AAC73177.1_66	AAC76480.1	27.9	222	142	4	76	687	32	253	3.86e-20	83.2
lcl|U00096.3_cds_AAC73177.1_66	AAT48187.1	29.6	206	141	3	64	675	299	502	1.57e-19	84.0
lcl|U00096.3_cds_AAC73177.1_66	AAC73238.1	26.4	227	135	5	58	690	26	236	6.52e-17	75.1
lcl|U00096.3_cds_AAC73177.1_66	AAC73551.1	33.3	207	115	8	55	636	356	552	1.49e-16	75.1
lcl|U00096.3_cds_AAC73177.1_66	AAC76591.1	25.4	232	140	10	55	681	281	502	1.90e-10	57.0
lcl|U00096.3_cds_AAC73178.1_67	AAC73178.1	100	536	0	0	1	1608	1	536	0.0	1034
lcl|U00096.3_cds_AAC73179.1_68	AAC73179.1	100	326	0	0	4	981	2	327	1.29e-244	661
lcl|U00096.3_cds_AAC73180.1_69	AAC73180.1	100	551	0	0	1	1653	1	551	0.0	1138
lcl|U00096.3_cds_AAC73180.1_69	AAC73548.1	27.7	578	359	17	25	1647	9	564	1.19e-53	188
lcl|U00096.3_cds_ACO59989.1_70	ACO59989.1	100	43	0	0	1	129	1	43	5.56e-30	95.9
lcl|U00096.3_cds_AAT48123.1_71	AAT48123.1	100	392	0	0	1	1176	1	392	1.72e-275	744
lcl|U00096.3_cds_AAT48123.1_71	AAC75231.1	53.2	376	175	1	49	1176	19	393	5.05e-131	379
lcl|U00096.3_cds_AAT48123.1_71	AAC76682.1	47.6	378	197	1	46	1176	17	394	3.27e-119	348
lcl|U00096.3_cds_AAC73182.1_72	AAC73182.1	100	201	0	0	1	603	1	201	6.95e-152	416
lcl|U00096.3_cds_AAC73183.1_73	AAC73183.1	100	466	0	0	1	1398	1	466	0.0	926
lcl|U00096.3_cds_AAC73184.2_74	AAC73184.2	100	363	0	0	1	1089	1	363	2.92e-266	719
lcl|U00096.3_cds_AAC73184.2_74	AAC74870.1	37.1	369	212	12	1	1077	1	359	5.91e-58	189
lcl|U00096.3_cds_AAC73185.1_75	AAC73185.1	100	523	0	0	1	1569	1	523	0.0	1011
lcl|U00096.3_cds_AAC73186.1_76	AAC73186.1	100	28	0	0	1	84	1	28	1.46e-15	58.5
lcl|U00096.3_cds_AAC73187.2_77	AAC73187.2	100	314	0	0	1	942	1	314	1.49e-232	629
lcl|U00096.3_cds_AAC73187.2_77	AAC73730.2	26.6	271	186	6	46	837	19	283	4.09e-23	94.4
lcl|U00096.3_cds_AYC08164.1_78	AYC08164.1	92.9	14	1	0	1	42	1	14	1.49e-06	35.0
lcl|U00096.3_cds_AAC73188.2_79	AAC73188.2	100	574	0	0	1	1722	1	574	0.0	1144
lcl|U00096.3_cds_AAC73188.2_79	AAC76694.1	39.1	563	325	7	13	1698	14	559	3.61e-132	394
lcl|U00096.3_cds_AAC73188.2_79	AAC73609.1	33.8	544	344	7	49	1644	17	556	7.83e-94	296
lcl|U00096.3_cds_AAC73189.1_80	AAC73189.1	100	163	0	0	1	489	1	163	1.92e-110	308
lcl|U00096.3_cds_AAC73191.1_81	AAC73191.1	100	333	0	0	4	1002	2	334	7.46e-243	657
lcl|U00096.3_cds_AAC73191.1_81	AAC76776.1	27.1	317	214	8	7	933	4	311	3.54e-29	111
lcl|U00096.3_cds_AAC73191.1_81	AAC74402.1	23.4	291	206	7	13	855	7	290	3.73e-20	86.7
lcl|U00096.3_cds_AAC73192.1_82	AAC73192.1	100	152	0	0	1	456	1	152	2.81e-109	304
lcl|U00096.3_cds_AAC73193.1_83	AAC73193.1	100	313	0	0	1	939	1	313	1.93e-223	606
lcl|U00096.3_cds_AAC73194.1_84	AAC73194.1	100	121	0	0	1	363	1	121	1.59e-82	234
lcl|U00096.3_cds_AAC73195.1_85	AAC73195.1	100	588	0	0	1	1764	1	588	0.0	1154
lcl|U00096.3_cds_AAC73196.1_86	AAC73196.1	99.8	495	1	0	1	1485	1	495	0.0	984
lcl|U00096.3_cds_AAC73197.1_87	AAC73197.1	100	452	0	0	1	1356	1	452	2.91e-318	858
lcl|U00096.3_cds_AAC73198.1_88	AAC73198.1	100	360	0	0	1	1080	1	360	3.67e-263	711
lcl|U00096.3_cds_AAC73199.1_89	AAC73199.1	100	438	0	0	1	1314	1	438	4.50e-320	861
lcl|U00096.3_cds_AAC73200.1_90	AAC73200.1	100	414	0	0	1	1242	1	414	4.04e-292	788
lcl|U00096.3_cds_AAC73200.1_90	AAC73735.1	31.1	357	228	7	133	1191	17	359	2.50e-48	166
lcl|U00096.3_cds_AAC73201.1_91	AAC73201.1	100	355	0	0	1	1065	1	355	3.63e-256	692
lcl|U00096.3_cds_AAC73202.1_92	AAC73202.1	100	491	0	0	1	1473	1	491	0.0	971
lcl|U00096.3_cds_AAC73202.1_92	AAC77190.1	27.7	481	287	17	64	1431	3	447	5.40e-38	141
lcl|U00096.3_cds_AAC73203.1_93	AAC73203.1	100	306	0	0	1	918	1	306	5.10e-220	597
lcl|U00096.3_cds_AAC73203.1_93	AAC73484.1	38.7	253	146	4	172	915	102	350	1.97e-52	173
lcl|U00096.3_cds_AAC73204.1_94	AAC73204.1	100	276	0	0	1	828	1	276	1.56e-199	543
lcl|U00096.3_cds_AAC73205.1_95	AAC73205.1	100	420	0	0	1	1260	1	420	5.04e-305	822
lcl|U00096.3_cds_AAC73205.1_95	AAC76283.2	24.3	185	122	6	511	1032	126	303	2.56e-04	39.7
lcl|U00096.3_cds_AAC73206.1_96	AAC73206.1	100	383	0	0	1	1149	1	383	2.06e-267	723
lcl|U00096.3_cds_AAC73207.1_97	AAC73207.1	100	305	0	0	1	915	1	305	5.35e-226	612
lcl|U00096.3_cds_AAC73208.2_98	AAC73208.2	99.4	170	1	0	1	510	1	170	7.49e-125	345
lcl|U00096.3_cds_AAC73209.1_99	AAC73209.1	100	901	0	0	1	2703	1	901	0.0	1722
lcl|U00096.3_cds_AAC73209.1_99	AAC74978.1	85.7	21	3	0	2626	2688	198	218	1.22e-06	47.4
lcl|U00096.3_cds_AAC73209.1_99	AAC74315.1	72.7	22	6	0	2632	2697	131	152	5.35e-06	44.3
lcl|U00096.3_cds_AAC73210.1_100	AAC73210.1	100	129	0	0	1	387	1	129	2.28e-97	272
lcl|U00096.3_cds_AAC73210.1_100	AAC75869.1	29.6	108	59	4	28	339	14	108	2.47e-06	41.6
lcl|U00096.3_cds_AAC73210.1_100	AAT48238.1	40.9	44	26	0	112	243	159	202	6.58e-04	35.0
lcl|U00096.3_cds_AAC73212.1_101	AAC73212.1	100	65	0	0	1	195	1	65	3.33e-47	140
lcl|U00096.3_cds_AAC73213.1_102	AAC73213.1	100	247	0	0	1	741	1	247	5.40e-181	493
lcl|U00096.3_cds_AAC73214.1_103	AAC73214.1	100	206	0	0	1	618	1	206	1.01e-142	393
lcl|U00096.3_cds_AYC08165.1_104	AYC08165.1	100	14	0	0	1	42	1	14	5.58e-04	28.5
lcl|U00096.3_cds_AAC73215.1_105	AAC73215.1	100	347	0	0	1	1041	1	347	1.31e-254	688
lcl|U00096.3_cds_AAC73215.1_105	AAC75561.1	36.7	221	133	1	367	1008	242	462	5.07e-40	144
lcl|U00096.3_cds_AAC73217.1_106	AAC73217.1	100	400	0	0	1	1200	1	400	2.51e-288	778
lcl|U00096.3_cds_AAC73218.1_107	AAC73218.1	100	461	0	0	1	1383	1	461	0.0	916
lcl|U00096.3_cds_AAC73218.1_107	AAC76351.1	44.4	385	197	5	238	1362	107	484	1.22e-100	307
lcl|U00096.3_cds_AAC73218.1_107	AAC75987.2	38.0	266	136	11	292	1050	16	265	3.71e-30	116
lcl|U00096.3_cds_AAC73219.1_108	AAC73219.1	100	146	0	0	1	438	1	146	3.90e-104	291
lcl|U00096.3_cds_AAC73219.1_108	AAC76353.1	27.5	109	79	0	4	330	5	113	5.10e-07	43.5
lcl|U00096.3_cds_AAC73219.1_108	AAC76354.1	34.5	55	34	1	1	165	1	53	9.44e-04	34.7
lcl|U00096.3_cds_AAC73220.1_109	AAC73220.1	100	297	0	0	1	891	1	297	1.84e-213	580
lcl|U00096.3_cds_AAC73221.1_110	AAC73221.1	100	183	0	0	1	549	1	183	8.61e-144	394
lcl|U00096.3_cds_AAC73222.1_111	AAC73222.1	100	284	0	0	1	852	1	284	3.42e-207	563
lcl|U00096.3_cds_AAC73223.1_112	AAC73223.1	100	457	0	0	1	1371	1	457	0.0	882
lcl|U00096.3_cds_AAC73223.1_112	AAC73677.1	64.1	434	156	0	31	1332	19	452	8.10e-207	576
lcl|U00096.3_cds_AAC73223.1_112	AAC73505.1	44.2	446	240	5	28	1347	6	448	3.06e-123	363
lcl|U00096.3_cds_AAC73223.1_112	AAT48216.1	40.4	426	250	2	28	1293	7	432	4.18e-113	338
lcl|U00096.3_cds_AAC73223.1_112	AAC77165.1	40.4	450	263	2	25	1359	17	466	3.11e-112	336
lcl|U00096.3_cds_AAC73223.1_112	AAC74535.2	37.0	454	280	4	19	1362	22	475	3.22e-101	308
lcl|U00096.3_cds_AAC73223.1_112	AAC75710.1	37.1	437	267	5	28	1326	9	441	3.76e-87	271
lcl|U00096.3_cds_AAC73223.1_112	AAC75217.1	36.0	392	241	3	31	1176	13	404	9.35e-80	253
lcl|U00096.3_cds_AAC73224.1_113	AAC73224.1	100	254	0	0	1	762	1	254	2.85e-175	479
lcl|U00096.3_cds_AAC73224.1_113	AAC77280.1	32.7	220	134	6	64	702	21	233	9.04e-22	88.2
lcl|U00096.3_cds_AAC73224.1_113	AAC76129.2	30.9	165	104	4	13	498	2	159	8.43e-10	54.7
lcl|U00096.3_cds_AAC73225.1_114	AAC73225.1	100	887	0	0	1	2661	1	887	0.0	1797
lcl|U00096.3_cds_AAC73226.1_115	AAC73226.1	100	630	0	0	1	1890	1	630	0.0	1096
lcl|U00096.3_cds_AAC73227.1_116	AAC73227.1	100	474	0	0	1	1422	1	474	0.0	937
lcl|U00096.3_cds_AAC73227.1_116	AAC73407.2	28.4	454	295	9	16	1356	3	433	7.19e-56	189
lcl|U00096.3_cds_AAC73227.1_116	AAC73974.1	21.7	336	195	13	1	945	1	289	5.06e-04	38.9
lcl|U00096.3_cds_AAC73228.1_117	AAC73228.1	100	617	0	0	1	1851	1	617	0.0	909
lcl|U00096.3_cds_AAC73229.1_118	AAC73229.1	99.9	865	1	0	1	2595	1	865	0.0	1720
lcl|U00096.3_cds_AAC73230.2_119	AAC73230.2	100	120	0	0	1	360	1	120	2.75e-87	246
lcl|U00096.3_cds_AAC73231.1_120	AAC73231.1	99.6	264	1	0	1	792	1	264	2.92e-198	538
lcl|U00096.3_cds_AAC73232.1_121	AAC73232.1	100	288	0	0	1	864	1	288	5.12e-220	595
lcl|U00096.3_cds_AAC73233.2_122	AAC73233.2	100	115	0	0	1	345	1	115	2.92e-82	233
lcl|U00096.3_cds_AAC73234.1_123	AAC73234.1	100	516	0	0	1	1548	1	516	0.0	1028
lcl|U00096.3_cds_AAC73234.1_123	AAC76053.1	31.7	515	288	10	1	1527	3	459	2.62e-71	232
lcl|U00096.3_cds_AAC73235.1_124	AAC73235.1	100	796	0	0	1	2388	1	796	0.0	1596
lcl|U00096.3_cds_AAC73236.2_125	AAC73236.2	100	178	0	0	1	534	1	178	1.18e-125	348
lcl|U00096.3_cds_AAC73237.1_126	AAC73237.1	100	220	0	0	1	660	1	220	2.50e-168	459
lcl|U00096.3_cds_AAC73238.1_127	AAC73238.1	100	308	0	0	1	924	1	308	1.71e-219	596
lcl|U00096.3_cds_AAC73238.1_127	AAC73881.2	35.6	225	137	4	13	678	330	549	7.66e-36	132
lcl|U00096.3_cds_AAC73238.1_127	AAC73966.1	35.6	225	136	3	1	651	1	224	3.65e-32	122
lcl|U00096.3_cds_AAC73238.1_127	AAT48187.1	29.6	226	154	4	7	678	275	497	1.34e-25	103
lcl|U00096.3_cds_AAC73238.1_127	AAC73972.1	31.1	228	151	5	7	678	337	562	1.30e-20	89.0
lcl|U00096.3_cds_AAC73238.1_127	AAT48244.1	29.6	216	146	4	13	645	10	224	1.53e-20	88.6
